id,customer_id,address_type,postal_code,street,number,complement,district,city,state,country,is_primary
3071,1529,billing,55740-449,Esplanada de Mendes,2,Apto 083,Rio Branco,Moura,PB,BR,FALSE
3072,1530,billing,41865673,Núcleo de Lopes,98,,Barão Homem De Melo 3ª Seção,Campos,RO,BR,TRUE
3073,1530,billing,53905321,Trevo Hadassa Costa,50,,Aarão Reis,da Paz,MS,BR,FALSE
3074,1530,secondary,71949452,Feira de Souza,6,Apto 338,Unidas,Albuquerque do Campo,RO,BR,FALSE
3075,1531,billing,52822753,Travessa Aylla Moreira,75,,Piratininga,Silva da Mata,RS,BR,TRUE
3076,1531,billing,63225032,Lago de Gonçalves,97,,Cidade Jardim,Monteiro,RS,BR,FALSE
3077,1531,billing,22657114,Rodovia Mendes,84,,Petropolis,Moraes de das Neves,BA,BR,FALSE
3078,1532,billing,59798-436,Área Azevedo,21,,Boa União 1ª Seção,Cirino de Goiás,AL,BR,TRUE
3079,1532,secondary,83726034,Estrada Josué Machado,390,Apto 367,Garças,Câmara das Pedras,RJ,BR,FALSE
3080,1532,secondary,91787-001,Ladeira Brenda Costa,383,Apto 219,Pousada Santo Antonio,Abreu Grande,PE,BR,FALSE
3081,1533,billing,31643035,Travessa de Araújo,9,,Biquinhas,Almeida,CE,BR,TRUE
3082,1533,secondary,05025381,Viela Sales,5,Apto 469,Ouro Minas,Porto Alegre,RN,BR,FALSE
3083,1534,billing,66545521,Viela de Vargas,9,Apto 595,Jardim Leblon,Moreira das Pedras,ES,BR,TRUE
3084,1534,secondary,87183-295,Passarela Ribeiro,9,,Vila Maria,Aragão,RN,BR,FALSE
3085,1534,secondary,52761-988,Estação da Luz,57,Apto 341,Vila Pinho,Cardoso Paulista,DF,BR,FALSE
3086,1535,billing,04814-853,Viela de Gonçalves,931,,Marieta 3ª Seção,da Mota,RN,BR,TRUE
3087,1536,billing,47372577,ALAMEDA LOPES,68,,Marieta 1ª Seção,Azevedo Verde,AL,BR,TRUE
3088,1537,billing,63425879,Praia Luan Garcia,85,,Nova Esperança,Cardoso,RJ,BR,TRUE
3089,1537,secondary,82489-182,Largo Eloá da Conceição,52,,Vila São Gabriel Jacui,Andrade,AL,BR,FALSE
3090,1538,billing,99695280,Área Maria Sophia Siqueira,91,Apto 815,São Gonçalo,Nogueira da Serra,BA,BR,TRUE
3091,1539,billing,93562-559,Pátio Farias,53,Apto 967,João Pinheiro,Pimenta,TO,BR,TRUE
3092,1539,billing,38939-112,Chácara de Caldeira,2,Apto 801,Flavio De Oliveira,Fonseca,RS,BR,FALSE
3093,1540,billing,06357243,Ladeira Benício da Cunha,390,Apto 177,Conjunto Santa Maria,Marques,MA,BR,TRUE
3094,1541,billing,72276-439,Condomínio eMlo,92,,Flamengo,Duarte de Campos,RJ,BR,TRUE
3095,1542,billing,87048595,Estrada de Moura,878,,Conjunto Bonsucesso,Caldeira das Pedras,RJ,BR,TRUE
3096,1542,billing,16877-541,Rua da Rocha,36,Apto 974,Suzana,Pinto dos Dourados,SC,BR,FALSE
3097,1542,billing,61710276,Feira de Teixeira,1,Apto 157,Europa,da Rocha,MS,BR,FALSE
3098,1543,billing,31913437,Recanto Amanda Jesus,76,,Lagoinha Leblon,Casa Grande do Norte,RN,BR,TRUE
3099,1544,billing,66450-707,Condomínio Moraes,5,Apto 421,Alto Vera Cruz,Rocha,AC,BR,TRUE
3100,1545,billing,16744361,Fazenda de Duarte,68,,Santo André,da Rocha,AC,BR,TRUE
3101,1546,billing,85889-381,Estrada de Farias,74,,Copacabana,Macedo do Norte,CE,BR,TRUE
3102,1546,secondary,77025383,Praça de Silveira,277,Apto 099,João Pinheiro,Ribeiro,BA,BR,FALSE
3103,1546,secondary,89695825,Recanto Santos,29,Apto 455,Sport Club,Fogaça,DF,BR,FALSE
3104,1547,billing,60581-195,Fazenda Silveira,41,Apto 775,Gameleira,Cirino Paulista,MS,BR,TRUE
3105,1548,billing,25368586,Ladeira de Costa,21,Apto 459,Nova Suíça,Oliveira,RR,BR,TRUE
3106,1549,billing,07708395,Ladeira de Abreu,63,Apto 160,Vila Bandeirantes,Souza de Minas,RS,BR,TRUE
3107,1550,billing,54830-386,Praça Duarte,31,,São Jorge 1ª Seção,Cardoso,AP,BR,TRUE
3108,1550,secondary,07667-390,Travessa Apollo Machado,424,Apto 361,Savassi,Abreu das Pedras,SC,BR,FALSE
3109,1550,billing,02583668,Viela da Paz,7,Apto 383,Padre Eustáquio,Silveira das Pedras,PA,BR,FALSE
3110,1551,billing,17495387,Quadra Rebeca Peixoto,56,Apto 433,Brasil Industrial,Dias,GO,BR,TRUE
3111,1551,billing,56080-079,Viela Melo,32,,Jardim Alvorada,das Neves,RS,BR,FALSE
3112,1551,secondary,98102507,Largo de Correia,43,Apto 502,Vila São Francisco,Lopes,PR,BR,FALSE
3113,1552,billing,38278146,Parque de Vasconcelos,86,,Boa Viagem,Nunes do Galho,ES,BR,TRUE
3114,1553,billing,48878-873,Campo de Cassiano,646,Apto 760,Vila Coqueiral,da Mata,RJ,BR,TRUE
3115,1554,billing,24690259,Parque de Vargas,716,Apto 401,Santa Branca,Novaes Verde,AL,BR,TRUE
3116,1555,billing,13028783,Esplanada Ramos,7,,Novo Ouro Preto ,Santos de Borges,MA,BR,TRUE
3117,1556,billing,70312-869,Viela da Cruz,51,,Coração Eucarístico,Siqueira de Fernandes,CE,BR,TRUE
3118,1556,secondary,28438-632,Esplanada Barbosa,60,,Alto Barroca,Macedo,MT,BR,FALSE
3119,1557,billing,80479-941,Parque da Mata,98,Apto 797,Barão Homem De Melo 1ª Seção,Sousa de Goiás,BA,BR,TRUE
3120,1557,billing,86679-016,Vila de Gomes,9,Apto 147,Carmo,Carvalho Grande,CE,BR,FALSE
3121,1558,billing,47119526,Morro Marcos Vinicius Costa,7,Apto 773,Vila Atila De Paiva,da Paz Paulista,PR,BR,TRUE
3122,1558,billing,56825-427,Residencial de Campos,255,,Novo Tupi,Mendonça de Aparecida,AC,BR,FALSE
3123,1558,secondary,84845648,Área de Câmara,86,Apto 611,Marajó,da Paz do Norte,MT,BR,FALSE
3124,1559,billing,34222-538,Condomínio Sofia Campos,23,,Granja De Freitas,Aragão,RN,BR,TRUE
3125,1559,billing,20681836,Condomínio de Cardoso,88,,Vila Trinta E Um De Março,Rios,ES,BR,FALSE
3126,1560,billing,38872-400,Lagoa da Costa,14,,Vila Paris,Andrade Paulista,RJ,BR,TRUE
3127,1560,secondary,13808181,Recanto Oliveira,52,,Outro,Machado,GO,BR,FALSE
3128,1561,billing,26548851,Colônia Abreu,21,,Vila Trinta E Um De Março,Rios,DF,BR,TRUE
3129,1561,secondary,07814-266,Estação Mendonça,49,,Fernão Dias,Moraes do Amparo,MT,BR,FALSE
3130,1562,billing,35597-879,Praça de da Cruz,93,Apto 664,Conjunto Paulo Vi,Ribeiro de da Luz,RS,BR,TRUE
3131,1562,secondary,24417539,Praça de Mendes,45,Apto 621,Vila Real 1ª Seção,Casa Grande,PR,BR,FALSE
3132,1562,secondary,58107902,Residencial Ester Jesus,80,,Buritis,Andrade de Cirino,SP,BR,FALSE
3133,1563,billing,47455014,Sítio de Porto,53,,Vila Do Pombal,Teixeira de Pereira,RJ,BR,TRUE
3134,1563,billing,18457543,Praia Araújo,97,Apto 367,Renascença,Almeida das Flores,RJ,BR,FALSE
3135,1563,secondary,87992-863,Avenida de Nascimento,45,Apto 900,Marçola,Câmara de Minas,MG,BR,FALSE
3136,1564,billing,04049-222,Avenida Luiza Lopes,70,,Granja Werneck,Garcia,GO,BR,TRUE
3137,1565,billing,27886-638,Aeroporto Costela,41,.,Barro Preto,Freitas de Moura,RR,BR,TRUE
3138,1565,billing,80776-775,Feira de Camargo,31,,Tupi A,Moraes de Fonseca,MT,BR,FALSE
3139,1565,billing,96489398,Vila de Sampaio,21,,Dom Joaquim,Duarte Paulista,ES,BR,FALSE
3140,1566,billing,05416-255,Sítio de Araújo,917,Apto 697,Providencia,Sá,PI,BR,TRUE
3141,1567,billing,36051-103,Favela Eduarda Novais,69,,Chácara Leonina,Montenegro do Norte,AL,BR,TRUE
3142,1567,secondary,96318009,Vereda de Guerra,23,,Alto Barroca,Gomes da Praia,RN,BR,FALSE
3143,1568,billing,73501038,Aeroporto Guerra,6,Apto 873,Ademar Maldonado,Pereira,CE,BR,TRUE
3144,1569,billing,41892-348,Distrito Cavalcanti,27,,Maravilha,Sampaio do Campo,MT,BR,TRUE
3145,1569,billing,52854895,Rua de Macedo,2,Apto 969,Xangri-Lá,Cardoso,AM,BR,FALSE
3146,1570,billing,86861183,Lagoa de Silveira,375,Apto 712,Tirol,da Mota,CE,BR,TRUE
3147,1571,billing,08274-619,Condomínio de Lima,44,Apto 373,Alto Dos Pinheiros,Andrade,RJ,BR,TRUE
3148,1571,secondary,62991390,Colônia Apollo Ramos,70,Apto 331,Jaqueline,Gonçalves de Monteiro,DF,BR,FALSE
3149,1572,billing,09164619,Campo de Dias,153,Apto 896,Santa Tereza,da Cunha de Gonçalves,ES,BR,TRUE
3150,1573,billing,94523621,Aeroporto de Correia,71,,João Pinheiro,da Mata de Goiás,PE,BR,TRUE
3151,1573,billing,41263-262,Recanto Pires,53,Apto 596,Estoril,Lopes,DF,BR,FALSE
3152,1573,secondary,35227-748,Residencial Lima,16,,Coração De Jesus,Dias da Mata,MS,BR,FALSE
3153,1574,billing,54495176,Esplanada Ana Cecília Sá,832,,Frei Leopoldo,Nascimento da Prata,SE,BR,TRUE
3154,1575,billing,61005-948,Recanto Aparecida,19,,Santo Agostinho,Rezende de Camargo,DF,BR,TRUE
3155,1576,billing,97285802,Rua Castro,7,Apto 460,Cruzeiro,Moura,PE,BR,TRUE
3156,1576,secondary,68578601,Rua Antony da Cunha,49,,Vila Real 1ª Seção,Rezende,PE,BR,FALSE
3157,1576,secondary,96750-446,Vereda Otto Santos,8,,Santa Isabel,Aragão,PB,BR,FALSE
3158,1577,billing,28273980,Vale de Teixeira,689,,Europa,Marques de das Neves,PB,BR,TRUE
3159,1578,billing,93045-105,Favela de Mendonça,949,Apto 600,Milionario,Carvalho da Praia,AP,BR,TRUE
3160,1578,secondary,89055-077,Setor de da Luz,69,,Vila Das Oliveiras,Sousa,SP,BR,FALSE
3161,1579,billing,81498350,Praça Vargas,92,,Santa Tereza,Oliveira de Andrade,MT,BR,TRUE
3162,1579,secondary,30777-810,Sítio de Caldeira,60,Apto 754,Caiçara - Adelaide,Albuquerque,DF,BR,FALSE
3163,1579,billing,69962139,Estrada Nascimento,7,,Marieta 1ª Seção,da Luz,BA,BR,FALSE
3164,1580,billing,32942-928,Lagoa de Albuquerque,64,Apto 338,Jatobá,Castro da Mata,PB,BR,TRUE
3165,1580,billing,19735-718,Estação de Moreira,43,,Esplanada,Costa,SP,BR,FALSE
3166,1581,billing,95121548,Setor Maria Vitória Aparecida,774,Apto 740,Bandeirantes,Rocha,MG,BR,TRUE
3167,1581,secondary,43563108,Feira Cirino,2,Apto 150,São Cristóvão,Vargas,MA,BR,FALSE
3168,1581,billing,11416-355,Recanto Milena Moura,51,,Marajó,da Paz de Mendes,ES,BR,FALSE
3169,1582,billing,58785-767,Parque Câmara,84,Apto 798,Parque São José,Costa,AP,BR,TRUE
3170,1583,billing,97575304,Estrada Maria Flor Aragão,84,Apto 131,Granja Werneck,Pacheco,PA,BR,TRUE
3171,1584,billing,61928279,Fazenda de Andrade,15,,Guaratã,Farias de Martins,SC,BR,TRUE
3172,1585,billing,97414174,Alameda Gael Rocha,6,Apto 959,Barro Preto,Barbosa,PI,BR,TRUE
3173,1586,billing,71975-164,Praia Sophia Duarte,594,,Cruzeiro,Pimenta,PB,BR,TRUE
3174,1587,billing,21089-748,Lagoa Lucas Gabriel Aparecida,248,,Flavio De Oliveira,Caldeira do Sul,GO,BR,TRUE
3175,1587,billing,71867-308,Vereda Helena Cavalcanti,42,Apto 924,Bonsucesso,Borges de Goiás,SE,BR,FALSE
3176,1588,billing,01749-713,Vila de Lopes,31,,Lajedo,Campos do Galho,RJ,BR,TRUE
3177,1588,secondary,08164-877,Trevo Melo,265,Apto 793,Nova Suíça,Vasconcelos Grande,MS,BR,FALSE
3178,1588,billing,74704657,Vereda Marques,87,Apto 157,Vila Santa Rosa,Cavalcanti de Nunes,RO,BR,FALSE
3179,1589,billing,06089819,Alameda Peixoto,38,,Tiradentes,Costela da Praia,MT,BR,TRUE
3180,1589,secondary,25878870,Conjunto de Carvalho,3,,Fernão Dias,da Cunha das Pedras,SE,BR,FALSE
3181,1589,secondary,16166-945,Lagoa de Montenegro,80,Apto 413,Tres Marias,Sales,MA,BR,FALSE
3182,1590,billing,42289-743,Jardim de Mendes,72,Apto 117,Capitão Eduardo,Pimenta,MG,BR,TRUE
3183,1591,billing,83892166,Distrito de Santos,24,Apto 656,Cidade Jardim,Costa de Moraes,RO,BR,TRUE
3184,1591,billing,80561-062,Quadra Rodrigues,36,,Novo Glória,Costela,ES,BR,FALSE
3185,1591,billing,31246767,Estrada Luna Oliveira,189,Apto 084,Vila Nova Cachoeirinha 1ª Seção,Moraes,GO,BR,FALSE
3186,1592,billing,15969-813,Esplanada Rios,3,Apto 495,Ipe,Rocha,CE,BR,TRUE
3187,1592,secondary,32536144,Rua Rios,6,Apto 158,União,Vargas da Serra,PB,BR,FALSE
3188,1593,billing,83404-665,Lago Lopes,38,,Vila Maria,da Conceição,CE,BR,TRUE
3189,1593,secondary,68086-631,Esplanada Maria Vitória Brito,77,Apto 746,Monsenhor Messias,Sales,SP,BR,FALSE
3190,1593,billing,35660944,Vale Mariane Nogueira,155,Apto 047,Vila Bandeirantes,Cassiano das Pedras,BA,BR,FALSE
3191,1594,billing,78976-168,Travessa Guerra,298,Apto 928,Bernadete,Montenegro,PB,BR,TRUE
3192,1595,billing,76821565,Sítio de Garcia,302,,Silveira,da Conceição Paulista,PR,BR,TRUE
3193,1595,billing,41136317,Praça Luiz Miguel Gomes,2,,Centro,Fonseca,SE,BR,FALSE
3194,1595,billing,84170-870,Jardim Fonseca,7,,Vila Jardim Montanhes,Novais do Sul,MA,BR,FALSE
3195,1596,billing,95755-526,Praça de Lopes,24,,Leticia,Marques do Sul,SE,BR,TRUE
3196,1596,billing,90798451,Ladeira Otto Moreira,118,,Granja Werneck,Viana,AC,BR,FALSE
3197,1597,billing,63944-532,Esplanada de Borges,58,,Renascença,Fernandes,AP,BR,TRUE
3198,1598,billing,61759-631,Favela de Jesus,73,,Vila Nova Gameleira 2ª Seção,Caldeira,RS,BR,TRUE
3199,1598,secondary,64039-327,Conjunto de Macedo,51,,Vila Nova Gameleira 2ª Seção,Brito,GO,BR,FALSE
3200,1598,secondary,47816-896,Morro de Ferreira,90,,Monte São José,Andrade,PB,BR,FALSE
3201,1599,billing,69421-700,Avenida de Brito,589,Apto 757,Centro,Castro de Minas,PE,BR,TRUE
3202,1600,billing,81636020,Pátio de Cardoso,768,Apto 044,Acaba Mundo,Ferreira de Teixeira,PB,BR,TRUE
3203,1601,billing,61851688,Pátio de Cavalcanti,5,Apto 378,São Benedito,Ribeiro,SE,BR,TRUE
3204,1601,secondary,81410-882,Largo João Miguel Sousa,67,,Vila Do Pombal,Peixoto do Norte,PB,BR,FALSE
3205,1601,secondary,39448048,Favela Yago Albuquerque,27,,Piratininga,Marques Alegre,SC,BR,FALSE
3206,1602,billing,94634315,Aeroporto Novaes,95,,Baleia,Pastor,PI,BR,TRUE
3207,1602,billing,51628167,Via de Cirino,79,Apto 641,Esplanada,Aragão,AP,BR,FALSE
3208,1603,billing,83449207,Fazenda de Azevedo,9,,Esperança,Almeida de Sousa,PI,BR,TRUE
3209,1603,secondary,53779985,Vale Gonçalves,92,??,Jardim Guanabara,Farias da Mata,AL,BR,FALSE
3210,1604,billing,49776-897,Travessa de Araújo,42,,Cruzeiro,Novais do Campo,RJ,BR,TRUE
3211,1604,billing,00015-969,Viela Fogaça,91,Apto 932,Centro,Peixoto,PI,BR,FALSE
3212,1605,billing,65955236,Estação Joana Silva,83,,Petropolis,Monteiro,RR,BR,TRUE
3213,1606,billing,38726217,Rua de Cavalcante,531,,João Alfredo,Silveira de Sales,SC,BR,TRUE
3214,1606,billing,76932-572,avenida alexia da paz,309,,Maria Goretti,Vasconcelos,RS,BR,FALSE
3215,1606,secondary,80390988,Distrito Fernandes,35,,Graça,Novaes da Mata,PB,BR,FALSE
3216,1607,billing,24497787,Estação de Lopes,656,?,Vila Madre Gertrudes 1ª Seção,Moreira,GO,BR,TRUE
3217,1607,billing,04434246,Núcleo Liam Castro,4,,Vila Aeroporto,Novais do Norte,MS,BR,FALSE
3218,1608,billing,31854378,Vereda Lima,55,Apto 583,São Jorge 2ª Seção,Cirino de Minas,MA,BR,TRUE
3219,1608,secondary,79576-760,Lago da Paz,2,,Camargos,Correia da Serra,SP,BR,FALSE
3220,1608,billing,54880372,Residencial Novais,578,,Jardim Montanhês,Souza,MS,BR,FALSE
3221,1609,billing,56828607,Setor Bianca Cirino,886,,Vila São Francisco,Farias da Mata,BA,BR,TRUE
3222,1609,billing,83924720,Setor de Borges,82,Apto 552,Milionario,Pastor,MA,BR,FALSE
3223,1610,billing,59623741,Chácara de Rocha,3,Apto 139,Lagoinha,Caldeira,MG,BR,TRUE
3224,1611,billing,37497-622,Estação Brito,54,,Cenaculo,Nascimento,RN,BR,TRUE
3225,1611,secondary,47584374,Conjunto Ramos,18,,Minaslandia,Souza,SC,BR,FALSE
3226,1612,billing,92275158,Loteamento de Siqueira,42,,Barão Homem De Melo 2ª Seção,Fogaça do Campo,RR,BR,TRUE
3227,1612,billing,24696-371,Trecho Pacheco,264,Apto 249,Marieta 2ª Seção,Vieira da Prata,PI,BR,FALSE
3228,1612,secondary,91112919,Ladeira João Vitor Lima,241,,Vila São Geraldo,Machado,RO,BR,FALSE
3229,1613,billing,34660380,Alameda de Campos,81,Apto 187,Braúnas,da Conceição,PA,BR,TRUE
3230,1613,billing,13479219,Fazenda Santos,88,Apto 171,Santo André,Gomes do Norte,MG,BR,FALSE
3231,1613,secondary,14898-153,Área Sampaio,1,Apto 735,Vila Paris,Moraes do Oeste,SP,BR,FALSE
3232,1614,billing,06212889,Condomínio de Jesus,540,,Sport Club,da Costa das Pedras,MT,BR,TRUE
3233,1615,billing,88290311,Pátio de Albuquerque,209,,Nossa Senhora Da Conceição,Gomes das Pedras,MT,BR,TRUE
3234,1615,secondary,85624555,Rua Borges,1,,Horto Florestal,Nunes,PE,BR,FALSE
3235,1615,billing,65851-379,Esplanada Mariana Duarte,95,,Palmeiras,da Paz,ES,BR,FALSE
3236,1616,billing,23459992,Ladeira Isadora Rios,22,Apto 678,Lagoinha,Farias dos Dourados,TO,BR,TRUE
3237,1617,billing,05878-917,Favela Antony Cassiano,164,,Sion,Brito,PE,BR,TRUE
3238,1618,billing,95806-459,Praça de da Conceição,9,,São Francisco Das Chagas,Porto de Camargo,RS,BR,TRUE
3239,1619,billing,98823-519,Alameda Ester Montenegro,60,Apto 055,Santa Rita De Cássia,da Rosa,RO,BR,TRUE
3240,1619,secondary,91225-157,Favela Olivia Aparecida,915,,Vila Madre Gertrudes 2ª Seção,Nunes do Norte,SP,BR,FALSE
3241,1620,billing,89104110,Quadra de Pereira,49,,Vila Inestan,Castro Alegre,PI,BR,TRUE
3242,1620,secondary,04093-373,Parque Andrade,308,Apto 872,Vila São Gabriel,Nascimento,PI,BR,FALSE
3243,1621,billing,65665-486,Conjunto de Araújo,46,Apto 695,São Cristóvão,Albuquerque,AC,BR,TRUE
3244,1621,secondary,89168-584,Pátio Ferreira,2,Apto 639,Vila Puc,Caldeira,RJ,BR,FALSE
3245,1622,billing,33086-893,Recanto de Monteiro,50,,Esplanada,Ferreira,RR,BR,TRUE
3246,1623,billing,99529030,Trevo Emanuella Leão,845,Apto 414,Laranjeiras,Moura,PR,BR,TRUE
3247,1624,billing,65158543,Loteamento Luiz Gustavo Albuquerque,41,,Jardim Guanabara,Araújo,CE,BR,TRUE
3248,1624,secondary,63383-280,Sítio Pires,63,,Flamengo,Campos do Campo,PB,BR,FALSE
3249,1624,billing,71784587,Sítio Hadassa Rezende,68,Apto 743,Embaúbas,Viana,AM,BR,FALSE
3250,1625,billing,47896-105,Praça Almeida,44,Apto 398,Trevo,Pinto,AC,BR,TRUE
3251,1626,billing,50433-159,Vale de Novaes,570,Apto 628,Bernadete,Pereira de Goiás,DF,BR,TRUE
3252,1627,billing,88301-160,Ladeira Enzo Gomes,28,Apto 357,Vila Independencia 2ª Seção,da Costa de Minas,AM,BR,TRUE
3253,1627,secondary,92183-160,Setor de Martins,45,Apto 518,Vila Novo São Lucas,Novaes de Lima,DF,BR,FALSE
3254,1627,secondary,84772-679,Área Pedro Henrique Duarte,98,Apto 905,Esperança,Castro,MT,BR,FALSE
3255,1628,billing,75974-887,Trevo Lívia Aparecida,32,,Vitoria,Castro,MA,BR,TRUE
3256,1628,secondary,58902-370,Conjunto de da Mata,3,Apto 418,Salgado Filho,Montenegro de Duarte,RJ,BR,FALSE
3257,1629,billing,86867149,Praça Pacheco,18,Apto 159,Satelite,Brito do Sul,AP,BR,TRUE
3258,1629,billing,84252640,Campo Maria Vitória Pimenta,38,Apto 191,Vila Calafate,Fonseca de Pacheco,MS,BR,FALSE
3259,1630,billing,14620975,Trevo de Caldeira,77,Apto 640,Barão Homem De Melo 1ª Seção,Cardoso de Alves,DF,BR,TRUE
3260,1631,billing,25857282,Largo de Rezende,371,,Canaa,Melo do Galho,MS,BR,TRUE
3261,1631,billing,04868-049,Quadra de Sá,50,,Céu Azul,Gomes,RR,BR,FALSE
3262,1632,billing,17767977,Recanto Farias,130,Apto 617,Santa Isabel,das Neves Paulista,MS,BR,TRUE
3263,1632,billing,70303687,Feira Peixoto,2,Apto 584,Dom Joaquim,Camargo,ES,BR,FALSE
3264,1632,billing,34874227,Trecho Pedro Duarte,24,,Jardim Dos Comerciarios,Pastor,PE,BR,FALSE
3265,1633,billing,01048-807,Ladeira Sofia Montenegro,2,,Vila Aeroporto,Marques,PA,BR,TRUE
3266,1633,billing,78628250,Vale de Pires,542,,Vila Oeste,das Neves,MS,BR,FALSE
3267,1633,secondary,99991430,Ladeira Rezende,7,,Corumbiara,Siqueira Verde,RR,BR,FALSE
3268,1634,billing,75951-865,Condomínio Thiago Almeida,55,,Vila Da Ária,Alves das Flores,AC,BR,TRUE
3269,1634,billing,53258974,Passarela de Pinto,31,Apto 106,Vila Barragem Santa Lúcia,Freitas,PB,BR,FALSE
3270,1635,billing,39783-412,Praia de Aragão,634,,Providencia,Abreu,PB,BR,TRUE
3271,1635,billing,10252965,Viaduto Pedro Lucas Novais,43,,Jardim Montanhês,Vieira,PB,BR,FALSE
3272,1636,billing,05046578,Parque Heloísa Souza,82,,Calafate,Azevedo,BA,BR,TRUE
3273,1636,secondary,01326-537,Fazenda Nunes,68,Apto 037,Carlos Prates,Cirino de Goiás,ES,BR,FALSE
3274,1637,billing,54992-086,Largo Bernardo Campos,533,,Jardinópolis,Rocha,PA,BR,TRUE
3275,1637,billing,91532-763,Vale de Duarte,68,,Sion,da Mata,RS,BR,FALSE
3276,1637,secondary,37048551,Colônia Sousa,58,Apto 366,Boa Esperança,Correia,MS,BR,FALSE
3277,1638,billing,57750-297,Viaduto Zoe Sá,200,Apto 118,Calafate,Alves da Praia,CE,BR,TRUE
3278,1639,billing,89308-210,Travessa Davi Miguel Rodrigues,9,,Coração De Jesus,Monteiro de Pastor,TO,BR,TRUE
3279,1640,billing,87456347,Vereda de da Costa,92,Apto 300,Suzana,Sá,AL,BR,TRUE
3280,1641,billing,33861-602,Distrito Machado,22,??,Pousada Santo Antonio,Sampaio,PB,BR,TRUE
3281,1642,billing,10501-832,Largo Fernando Cassiano,4,,Vila Nova Gameleira 1ª Seção,Aragão,PE,BR,TRUE
3282,1642,billing,39334622,Jardim João Miguel da Cunha,1,Apto 174,Xangri-Lá,Fonseca,RN,BR,FALSE
3283,1643,billing,44738333,Recanto Bruno Machado,92,,Alta Tensão 2ª Seção,Vieira das Pedras,AC,BR,TRUE
3284,1643,billing,24408-477,Colônia de Almeida,3,Apto 757,Saudade,Nogueira do Amparo,RO,BR,FALSE
3285,1644,billing,81164-902,Setor Matheus Souza,796,,Lorena,Ramos,MG,BR,TRUE
3286,1644,secondary,63072-872,Morro Maria Porto,91,,Santa Monica,Rocha,SC,BR,FALSE
3287,1644,secondary,31338607,Esplanada de Mendonça,36,,Conjunto Celso Machado,Carvalho,MT,BR,FALSE
3288,1645,billing,46396-392,Pátio Gustavo Peixoto,76,,Diamante,Abreu,CE,BR,TRUE
3289,1646,billing,15984-496,Vila Théo Nascimento,27,,Carlos Prates,Monteiro da Praia,SC,BR,TRUE
3290,1646,billing,94856-483,Alameda de Peixoto,189,Apto 815,Lagoinha Leblon,Rios,MG,BR,FALSE
3291,1647,billing,03356-264,Via de Aragão,659,,Lagoinha Leblon,da Rosa,SP,BR,TRUE
3292,1648,billing,72281-605,Pátio de Aparecida,72,Apto 716,Tupi B,Marques de Novaes,SC,BR,TRUE
3293,1648,secondary,97673148,Distrito da Luz,69,Apto 605,Vila Havaí,Sales,BA,BR,FALSE
3294,1649,billing,65157202,Via Henry Gabriel Souza,405,,Minas Caixa,Lopes,DF,BR,TRUE
3295,1650,billing,38569-053,Distrito Catarina Jesus,55,,São Francisco,Pastor,TO,BR,TRUE
3296,1650,billing,11707821,Recanto Leão,73,,Andiroba,Martins da Praia,BA,BR,FALSE
3297,1651,billing,75071-297,Esplanada de Fogaça,287,,Garças,Rezende,SE,BR,TRUE
3298,1652,billing,87542890,Núcleo Gonçalves,24,Apto 829,Jardim São José,Aparecida,MT,BR,TRUE
3299,1653,billing,44839173,Área de Almeida,865,,São Paulo,Oliveira de Mendonça,SE,BR,TRUE
3300,1653,secondary,41574299,Favela Juan Barbosa,79,,Nova Gameleira,Nunes,CE,BR,FALSE
3301,1653,secondary,30739-370,Favela Alexia Novais,86,,Lindéia,Rezende Verde,RN,BR,FALSE
3302,1654,billing,09749937,Praia Leonardo Mendonça,9,,Milionario,Correia de Minas,MG,BR,TRUE
3303,1655,billing,50434-484,Praça Henry Porto,8,,Vitoria,Borges de Jesus,BA,BR,TRUE
3304,1655,billing,02482981,Vila Cirino,3,Apto 725,Ribeiro De Abreu,Cavalcante da Serra,PA,BR,FALSE
3305,1656,billing,55483152,Conjuntode Nunes,20,Apto 179,Miramar,Brito da Mata,MS,BR,TRUE
3306,1657,billing,85491248,Praça Cauê Sales,2,,Mala E Cuia,da Costa do Campo,GO,BR,TRUE
3307,1657,billing,77014389,Aeroporto Silveira,74,,Dom Cabral,Nascimento Alegre,BA,BR,FALSE
3308,1657,secondary,10179920,Recanto Breno Ferreira,37,???,Das Industrias I,Cunha,SE,BR,FALSE
3309,1658,billing,65732-946,Condomínio Cassiano,684,,Copacabana,Sampaio Verde,RS,BR,TRUE
3310,1658,billing,38947269,Recanto de Aragão,82,,vila barragem santa lúcia,Nogueira,PR,BR,FALSE
3311,1659,billing,33816975,Praia Novais,98,Apto 655,Senhor Dos Passos,Pires,DF,BR,TRUE
3312,1659,billing,46652-289,Loteamento Pietro Silva,79,Apto 886,Beira Linha,Aragão,CE,BR,FALSE
3313,1660,billing,69829-976,Travessa de Pereira,51,Apto 689,São João Batista,Porto do Oeste,BA,BR,TRUE
3314,1660,secondary,75405-550,Vereda de Correia,58,Apto 036,Virgínia,Novaes,RN,BR,FALSE
3315,1661,billing,54447-928,Trevo de Mendes,3,,Vila Pinho,Moreira Verde,PE,BR,TRUE
3316,1661,secondary,21185885,Favela Pereira,69,,Ouro Minas,Santos da Praia,TO,BR,FALSE
3317,1661,secondary,95256308,Avenida Andrade,4,,Vila Madre Gertrudes 2ª Seção,Alves,SP,BR,FALSE
